Duration (in seconds),Finished,UserLanguage,PROLIFIC_PID,Consent,EMOTION,Recall,Specific Event,4_Item_1,5_Item_1,6_Item_1,7_Item_1,8_Item_1,9_Item_1,10_Item_1,11_Item_1,12_Item_1,13_Item_1,14_Item_1,15_Item_1,16_Item_1,17_Item_1,18_Item_1,19_Item_1,20_Item_1,21_Item_1,22_Item_1,23_Item_1,24_Item_1,25_Item_1,26_Item_1,27_Item_1,28_Item_1,29_Item_1,30_Item_1,31_Item_1,32_Item_1,33_Item_1,34_Item_1,35_Item_1,36_Item_1,37_Item_1,38_Item_1,39_Item_1,40_Item_1,41_Item_1,42_Item_1,43_Item_1
864,True,EN,5f2d4aa65de0a62be5153988,I agree,ANNOYANCE,"I felt annoyed at work with my supervisor a couple of weeks ago, who had left me in some predicament with the amount of work that I was tasked with as he had taken the opportunity to go home early. As he is the son of the owner of the business, he has some entitlement to do this. I very much get the feeling that I am not part of a work team when instances like this happen, and it annoys me very much so. I tell myself that I am going to find a new job soon and I just try and keep my head down and get through all the work which is expected of me. On this particular occasion, I vented to another colleague who was in the building. I felt bad after venting towards him because its not really any of his issue, but he was kind enough to listen. If I hadn't of been able to talk to anyone about it, I might have felt a lot worse about the situation. ",My supervisor leaving me alone to deal with work,6,1,-99,2,9,3,1,6,1,1,3,7,4,7,8,2,8,2,8,4,7,8,1,8,5,2,9,3,4,9,7,3,7,2,9,8,3,2,4,-99
881,True,EN,5ea1c7b913923f0aad3aab5f,I agree,OPTIMISM,"As a football supporter I have attended many FA Cup Finals and have ALWAYS felt very optimistic when watching my team play.
The last time this happened was in 2020 when despite being the underdogs my team, Arsenal, won 2-1",A belief that my team were capable of winning,7,8,8,7,8,7,1,8,1,1,9,6,1,8,9,9,8,4,9,8,8,9,2,8,6,8,8,1,1,2,9,1,6,1,9,6,1,6,4,-99
943,True,EN,60c6edc89853b9011d2fd195,I agree,NERVOUSNESS,"I am extremely nervous whenever I am expecting results or some sort of feedback, be it a test or uncomfortable news in general. I am also particularly nervous every time I have to speak in public. Like a community or parents meeting. ",The thought of making a fool of myself.,2,1,8,2,3,1,8,7,6,7,2,9,7,8,8,7,6,7,8,7,9,9,1,9,9,8,9,9,1,8,7,4,8,8,9,8,3,8,4,-99
812,True,EN,5c980d0ecff9b20016cae76f,I agree,APPROVAL,I remember feeling approval when I first started playing rugby at school. At first I didnt at all. This only happened when I became the teams goal kicker as nobody else seemed up to the job. I soo realised that I had the skills for the job. This led me to saving the team from a worse score than usual. And on occasion even wining and beating the other team. I gained great approval from my fellow team members and became quite popular. This helped to boost my confidence in many other areas of life as I went through life,"Mainly just being accepted by my team mates ",8,7,9,9,8,7,8,7,8,8,9,7,7,7,8,8,7,8,7,8,8,6,9,8,7,7,6,7,4,8,8,8,8,8,9,9,6,7,8,9
1635,True,EN,5f4c40e6e83b1e856330ec82,I agree,REMORSE,"The most recent time I felt remorse was when I lost my temper with my mom and got into a screaming match with her. I ended up saying things I didnt mean.
",Disrespecting my mom,1,1,1,1,6,1,5,9,1,5,1,9,8,1,5,6,9,1,6,1,9,9,-99,9,8,-99,6,4,1,9,9,3,9,2,9,9,7,6,4,-99
1340,True,EN,609576422fb2b2363469964f,I agree,JOY,the one occasion I remember when I  felt joy was the first time I secured my dream job. It meant a new start and being able to achieve everything I have ever dreamed of.,securing a job,2,9,6,6,7,4,6,7,6,4,4,6,9,1,6,1,6,4,4,6,8,4,6,7,7,3,3,3,3,4,7,7,7,7,8,7,3,7,4,-99
936,True,EN,61374a04d34e3a73fc5c518c,I agree,DISAPPROVAL,"During the 2019 US presidential election I really wanted Donald Trump to win as I believe that he was the best candidate who wanted to do what is best for the American people. Even though I am not American and do not live there, the president of the USA has a lot of influence throughout the world. When he lost out to the puppet Joe Biden I knew that private companies and billionaires had bought the result so that they can influence the direction the world takes and ultimately have more money and power. When Donald Trump lost I felt disapproval for the people who helped defeat him and the people who did not support him   ",the 2019 US elections,2,1,1,1,8,9,1,1,1,6,7,1,6,1,-99,1,8,8,2,7,7,9,1,1,6,8,1,1,1,2,9,3,6,1,9,2,7,7,4,-99
884,True,EN,5fe48fa14b3bdc1c80ae0c1e,I agree,OPTIMISM,"It was the day I presented my project that I was working on for 6 months and everything went well and I was very hopeful for the future. The other was when I met the girl who is now the love of my life, I was confidence she was the one.",When she said yes.,9,8,9,9,2,7,9,1,8,9,-99,9,1,1,6,-99,3,9,1,6,9,5,2,9,4,9,9,1,1,-99,9,8,9,1,7,9,2,9,4,-99
914,True,EN,614df174218d02dcb98b96a7,I agree,DESIRE,I felt a desire to look for a new job a few years after finishing college. I was at work on night and i was doing my usual duties and just began thinking to myself that i dont want to do this anymore. I felt that i needed to look for something new. At the time my partner lived around 1 hour away and after careful consideration i decided to move over to her and find a new job. That desire to work towards something new paid off because i am now in a better place and learned a lot and had new experienced,"Looking around while performing my duties ",4,2,7,8,1,1,9,6,9,9,1,7,8,4,9,1,6,8,8,8,1,3,1,1,8,8,3,1,1,8,9,5,6,2,8,6,7,8,4,-99
963,True,EN,609adaf6323594819c5697ae,I agree,ANGER,Spent a whole day working hard and taking orders from my boss and fulfilling everything instructed and he knew i had no time to do my other scheduled activities but still turned on me to tell me that i am lazy.,being told i am lazy,7,1,2,2,9,8,2,9,3,6,6,9,6,9,8,3,8,9,8,7,8,8,1,9,8,2,8,3,1,9,9,7,7,3,9,9,4,8,4,-99
487,True,EN,5d421d6e6247ef001900bdf9,I agree,SURPRISE,It was a special birthday year last year when I returned  home from my travels and found a registered delivery on my name waiting for me. When I opened it I found a birthdaycard and a shopping voucher which I wasn't expecting.,Receiving a gift,1,9,-99,-99,9,8,1,9,5,1,9,8,9,1,5,-99,1,7,4,8,5,9,-99,5,6,6,-99,8,-99,9,9,1,9,5,9,-99,1,9,4,1
1113,True,EN,5e591ec38ce75712baac028e,I agree,RELIEF,"Last week I thought that I lost my home key. I got to work and I realised that I didn't have it. First I thought that I left it in a door lock. That was a horrible thought. Then I recalled the moment when I was locking the door and remembered putting the key into my pocket. I even asked my neighbour to go and check the area around the house for me but it was nowhere to be found. After some time I thought that it's worth checking the car and there it was - found it under the seat. ",finding the key,3,1,5,1,8,1,9,9,8,7,4,7,7,7,6,-99,4,2,6,6,3,8,1,6,9,2,9,6,7,7,7,6,6,6,9,8,9,1,4,-99
520,True,EN,6021a343d735771dc2f09674,I agree,FEAR,"I was walking home from the pub drunk, in October. A rutting Stag came out from a bush a few metres in front of me and bellowed at me, lowering its antlers. I dived to the ground, being prepared to respond by kicking if the Stag approached. After a couple of minutes, a crowd of people came along the road and the Stag galloped away.",I was afraid that the Stag would injure me.,1,1,1,-99,1,1,2,-99,2,-99,1,6,9,1,-99,1,-99,8,5,3,-99,5,9,1,-99,5,5,9,9,9,9,9,-99,-99,9,9,9,7,4,-99
887,True,EN,5e63cacbe43f28152567f42b,I agree,SADNESS,"Actually I am recalling an event from the last few days. My partner found out she has COVID. I felt very sad after we had both been so careful over so many months. I felt sad for her having to suffer and not being able to do much to help, and also because we would we have to isolate from each other and be apart.",My partner contracting COVID,4,1,1,4,7,2,3,9,2,1,7,4,9,1,4,1,9,2,4,3,6,9,9,8,8,2,6,4,8,2,8,2,7,1,9,9,9,7,4,-99
1738,True,EN,5fabf588f711fa0c6b0aebf6,I agree,OPTIMISM,"I was not aware that my team, Luton Town, were playing a match against Bournemouth and it was live on TV. I switched over to watch only to find that it was already half time. Never mind, Luton were 2-0 up so I continued to watch. Bournemouth made changes for the second half and made a comeback reaching 2-2 with 20 minutes to go. Commentator was predicting a Bournemouth win but I was optimistic for Luton. I knew that they wouldn't give up. The commentators gradually realised this as Luton went at Bournemouth again and again finally scoring the winner in the third minute of injury time. Celebrations on the pitch went wild. I felt so proud of them, turning to my partner and saying, ""I told you so!"".",I have seen Luton do this before.,7,6,6,9,8,6,1,6,1,1,6,3,4,4,8,1,7,7,9,8,3,9,6,9,2,3,1,7,1,1,9,6,2,1,6,2,1,7,4,-99
1327,True,EN,607e90c1f406d76b70d9d8f1,I agree,AMUSEMENT,I have an 18 months old son (toddler) who usually watches me when I sleep on the couch. Yesterday he was imitating the whole ordeal of my sleep even the sounds I make thereof. This amused me  because he is still at a tender age. I must say his very observant and attentive as young as he is.,I was amused because his small but observant.,1,9,6,6,3,-99,1,8,2,6,8,-99,8,2,6,-99,6,4,6,9,-99,6,7,9,-99,7,-99,-99,-99,7,9,-99,-99,6,9,6,1,9,4,-99
1928,True,EN,60bff9b7d3f01e098febd141,I agree,RELIEF,i felt relief after receiving my a level results because it felt like i had achieved something that i have be waiting for a very long time and it made me feel very happy knowing what it took for me to get to this stage.,my results,7,7,7,6,7,1,7,3,2,3,5,3,1,6,7,3,4,6,2,3,7,7,2,3,7,7,9,1,2,8,9,7,2,8,8,1,7,5,4,-99
1789,True,EN,6048cd924e9f502c42d5faf5,I agree,APPROVAL,When I started from scratch and made it on to the local Tennis team. Everyone was welcoming and supportive and praised my quick growth.,When people thought of me as a guaranteed starter.,6,8,7,6,7,8,7,6,7,7,7,7,3,6,8,1,7,4,6,7,8,8,9,7,5,3,8,6,1,6,7,7,7,9,8,6,3,3,4,-99
1237,True,EN,5b0f33dd1e55760001b9a9ce,I agree,JOY,"My Dad and I went to a concert by one of our shared favourite singers, Van Morrison.  We had both been looking forward to it and were very excited to hear which songs he would play.  It was an outdoor concert and we had a great view of the stage from where we were sitting, and the weather was perfect for the show.  We had binoculars so we could get a close-up look as well. The concert was excellent and we recognized all the songs and were very pleased with the ones he had chosen for the set. It was a wonderful evening and we had a great time enjoying the music and each other's company.",Being with my Dad at a Van Morrison concert,9,9,9,9,9,9,2,9,1,1,9,2,1,1,1,1,1,9,9,9,8,9,5,9,1,9,1,9,1,1,9,9,5,1,9,8,1,2,4,-99
2575,True,EN,5f49fd29edde0c564e9f83c6,I agree,DISAPPROVAL,"Back in college one of my friends got into a small fight with one of the other classmates over a very petty issue involving a girl that he wanted. The other guy embarrassed him in front of the whole class because he came and kissed her while she was sitting with my friend. Everyone knew that my friend wanted the girl. A week or so later on a night out we found the other guy's car parked in a dark area and my friend suggested that we smash all his car windows and bust his tires too as a form of revenge for what he had done. 

In as much as I felt that what the other guy did was wrong and probably deserved it, it was just not the right thing to do.",Wanting to destroy the car,1,2,1,1,8,7,1,9,3,1,1,1,9,1,2,6,2,8,3,7,7,8,1,9,2,9,8,5,2,1,7,2,6,2,8,6,9,6,4,-99
268,True,EN,60fee695daa41328191d635c,I agree,DISGUST,"After coming home late at night, I found a roach in my kitchen. It was dark and I didn't see it until I turned the light on, then it ran out of the drain in the sink while i was washing my hands",the roach,6,1,2,3,-99,1,2,2,8,6,1,7,8,6,7,1,6,7,7,4,1,7,7,1,2,8,7,8,2,7,5,2,2,6,7,6,6,3,4,-99
250,True,EN,614cccc272f6b2fd40fdff4e,I agree,AMUSEMENT,"It was just a regular day out with some friends, and it was just a regular joke told by one of my friends that really made me laugh",The friend having the same kind of sense of humour,2,7,1,7,9,8,2,8,3,2,5,5,7,2,5,3,7,1,8,8,7,8,2,8,1,8,2,1,1,7,8,9,5,3,7,2,1,3,4,6
452,True,EN,5a39998b28a4040001e2b990,I agree,DISAPPOINTMENT,"I was looking to buy a new PlayStation 4 console.  I found a really good deal in Facebook Marketplace, arrange a time and date to pick this up.  Drove to the persons house but they weren't in.  Messaged them and finally they told be they had sold it elsewhere and forgot to tell me.",Being let down,2,2,2,3,6,6,2,5,6,4,7,2,7,3,4,2,6,6,4,7,5,4,-99,7,-99,6,2,9,1,4,8,3,3,5,6,6,2,4,4,-99
280,True,EN,60bd185bc08594fac51a7909,I agree,REALIZATION,"Since the time since the pandemic started in 2020 I have had a few moments of realization. I got laid off in August... at which point it dawned on me where my current career path was going... so for the year I was making some changes in life.  ",Getting an understanding of the career,8,9,9,8,2,8,7,7,3,8,8,9,7,8,8,3,3,2,8,9,6,8,1,8,9,8,8,2,1,8,9,9,7,8,9,8,7,8,4,-99
459,True,EN,61117e025caf718ecce2f837,I agree,DISAPPROVAL,"My housemate and I were cooking dinner in the kitchen. While we were preparing the meal we had just finished cooking vegetables. My housemate then wanted me to eat more vegetables than what I was used to indulging in. ",Eating more of something that I did not want,5,5,2,7,8,7,3,8,-99,1,7,4,4,7,5,1,5,5,6,6,6,4,1,9,1,4,3,1,1,2,4,3,5,1,4,5,1,1,4,-99
721,True,EN,5fba6c2d012e37a154345985,I agree,DISAPPROVAL,"It was exactly a week ago (saturday), me, my siblings and parents were supposed to go to the beach. I still wanted to go, but somehow, they had changed their mind about going",They said that we are no longer going,9,1,1,1,8,7,1,9,1,7,-99,1,9,5,6,1,1,9,5,8,-99,9,1,9,1,9,1,9,1,2,7,-99,1,1,7,9,1,1,4,-99
488,True,EN,5ed439490d3b490dff836401,I agree,PRIDE,I felt proud of my dad last year for the way in which he dealt with treatment for cancer. He remained positive and barely complained. He took everything in his stride and set a great example of how to deal with adversity.,My dad's attitude,6,2,1,5,7,2,1,9,2,2,7,5,6,1,9,1,6,5,-99,6,8,6,8,6,9,-99,3,1,1,1,9,4,7,1,6,8,6,5,4,-99
485,True,EN,61315e184a3ae1015d1b186f,I agree,DISGUST,"I felt disgust when I accidentally stepped on a snail while I was on a walk last summer. I was walking along a trail next to my house, and I wasn't looking where I was going. As I stepped on it, I heard a crunch, and I was too afraid to look at what I had done, so I ran away.",Stepping on a snail.,3,1,3,6,8,1,6,1,4,-99,4,6,7,3,1,1,9,6,4,7,1,6,7,1,1,4,1,9,1,7,8,2,2,2,7,7,6,4,4,-99
420,True,EN,60465114b060ac000c56a0b5,I agree,DISAPPROVAL,"When a friend of mine shared another friend in the groups personal secrets to people that we all knew, I felt a strong sense of disapproval. ",The act of sharing something told in private,1,1,1,-99,9,9,1,9,1,1,1,1,9,2,7,1,3,1,7,9,7,9,7,9,1,1,1,1,1,1,9,-99,9,1,9,6,6,9,4,-99
600,True,EN,609d0c28b573f6f37a4c50e5,I agree,APPROVAL,I felt approval when an idea that i had to improve staff experience at work was approved by senior management. Senior management sent me an email saying that they liked my idea and are implementing my thoughts to help other members of staff,"being told by senior management ",4,4,4,6,7,-99,6,6,3,4,6,6,4,9,6,4,6,7,4,-99,-99,6,-99,6,6,4,4,7,-99,6,8,7,4,4,6,4,6,-99,4,-99
523,True,EN,60dea9b09e6c155b48eec86e,I agree,DISGUST,"Watching the news, a medical professional mentioned that people who died as a result of COVID-19 complications who were fully vaccinated, ""FORTUNATELY"" had 4 or more comorbidities. I felt disgust towards the person and the sentiment that the lives of people with comorbidities was somehow less important than others. ",Devaluing human lives,2,1,1,-99,9,9,1,2,1,1,9,1,5,6,9,2,8,8,6,9,3,9,7,1,4,9,1,1,1,1,8,8,1,2,8,7,8,2,4,-99
651,True,EN,5d3c62a080a6250001de819a,I agree,DISAPPROVAL,"A neighbour decided to put up a basketball pole and hoop outside their house on the pavement.so their children can play in the road. The hoop stand is a danger to people walking on the street as it is a trip hazard. Plus when the hoop is uded the ball bounces around the street and onto parked cars, the noise of the bouncing ball causes annoyance to others.",I felt the neighbours are not considerate of other,5,1,2,1,9,9,1,6,3,5,3,1,7,3,6,1,1,3,5,4,7,9,1,5,2,6,1,2,6,3,7,6,8,4,7,1,6,7,4,-99
513,True,EN,5cb0aa471a9e59000171df89,I agree,ADMIRATION,"A colleague of mine working as a lecturer (research and teaching role) had multiple job offers that would have been easier roles for greater money than the job they were (and still are) in, and after weighing these options up for a couple of weeks they decided to remain in a lower paid and more challenging job and stick with their current career for the long term because they gained personal fulfillment from a specific part of the job (teaching students) that they felt overrode the potential financial gain and ease from taking the other jobs. I felt admiration, because I often wrestle with this hypothetically without applying for jobs and I am not sure I would make the same decision.",The colleague's clear decision to remain,4,6,5,-99,9,8,1,6,1,1,7,7,4,7,8,1,7,4,6,-99,7,9,1,3,3,9,1,3,1,1,8,4,7,1,6,6,2,7,4,-99
676,True,EN,60aa5aa9be013c928a5ac92e,I agree,EMBARRASSMENT,"I remember as a child being picked up by a friend of my parents' and my dress rucked up so that my knickers showed.  ","something private about me was exposed ",1,1,1,1,9,2,1,2,1,2,2,7,1,1,1,9,1,1,2,9,7,9,8,8,5,1,9,9,1,2,9,5,2,1,5,3,1,8,4,-99
528,True,EN,60ef639fd43d95445f4e3961,I agree,AMUSEMENT,"When talking with my nephews and the conversation went from discussing their favourite cartoons and books, their day at school and an upcoming trip to the cinema when suddenly I was asked where was God born.",The deep question that came from a 4 year old,1,-99,-99,-99,9,9,1,9,8,-99,-99,1,6,8,-99,-99,-99,-99,7,5,2,9,-99,9,1,7,-99,-99,1,1,9,-99,-99,-99,7,-99,1,1,4,-99
361,True,EN,600a63725ba5aa1cbdad6643,I agree,GRATITUDE,when my brother took me in after I was kicked out of my moms house. I was stressed because I had no where to go and my brother calls me and says I can stay with him as long as I need.,"I had somewhere I could sleep ",6,5,7,5,9,8,7,5,9,3,7,7,3,9,9,7,3,5,2,7,3,7,3,4,8,2,9,3,4,5,9,3,9,4,9,6,6,1,4,9
286,True,EN,6102ece37ca2ba866c2bacdb,I agree,CONFUSION,"When I has just joined the army, we were brought to our bunks where we were told to unpack immediately but had to be ready to leave in 10 minutes.  This made me very confused because there was no way anybody could unpack in time to be ready to leave in 10 minutes.",I was given an impossible task to do.,3,3,1,1,7,9,1,3,1,1,-99,2,9,2,3,1,7,7,7,4,6,9,2,6,2,6,8,4,2,2,7,3,1,2,7,2,6,2,4,-99
415,True,EN,60b346569670ffa9c825751d,I agree,CARING,"Recently, my colleague contracted COVID. I was worried about her as her husband had previously been in hospital for COVID. I was worried that might happen again. I texted her to check how she was.",Sickness,3,1,1,6,1,1,1,7,1,2,5,1,4,3,6,4,6,1,5,6,6,7,9,7,2,3,2,2,1,1,8,-99,3,1,6,2,7,2,4,-99
422,True,EN,606605d4808361864cfe3db6,I agree,REALIZATION,"I remember a time in August 2020 when I realized I was in love with a friend. It was probably a long process of falling in love gradually and yet the moment of realization itself still took me by surprise. ",I was just walking in the park,7,9,7,6,1,1,4,9,2,1,6,7,6,8,1,1,9,9,1,9,1,1,6,1,6,6,1,2,1,9,9,7,6,8,7,8,1,9,4,-99
482,True,EN,59b56694e798730001488f75,I agree,RELIEF,We have been on holiday so i was relaxed when i am sitting with my wife on our own and reading my book,Holiday,5,9,9,5,1,1,9,9,9,5,-99,1,1,2,9,1,5,5,5,-99,1,1,3,3,-99,9,1,2,1,2,9,5,5,8,5,7,1,5,4,-99
491,True,EN,60798efc6a4de6b4526de3c6,I agree,APPROVAL,"in the beginning  of my college career, when i used to receive my grades back and they turned out to be good, i would feel a sense of accomplishment, like a pat on the back.",receiving grades,5,9,9,6,9,-99,5,1,7,7,1,9,-99,8,7,1,-99,1,5,7,8,6,1,5,8,-99,9,7,1,5,5,7,1,9,6,9,6,9,4,-99
1333,True,EN,60fd1ff6c3a0346b66d878ee,I agree,ADMIRATION,"I remember when i was just getting into art ad my sister had been doing art for a far much longer time as i was just getting into it and i remember feeling admiration when i would watch her draw and create these paintings as it was truly an inspriation of mine ","yes ",-99,8,7,-99,7,-99,4,9,7,-99,8,1,-99,9,2,7,9,-99,7,-99,-99,7,1,7,6,7,1,1,1,-99,9,2,1,9,8,5,1,4,4,-99
676,True,EN,6169d51314e3d1b78a88caf1,I agree,EXCITEMENT,"When i went to look at what would be my first car, we went to a friend of my dads who was selling his old car for cheap, despite its value being more, i had a look around and test drove it and got really excited at the prospect of maybe this is it, im going to say yes, i'll have my first car, it will be great, then once id spoken with my dad and said i wanted it, he then surprised me with offering to pay for it.",the possibility of saying yes - getting my 1st car,9,9,9,5,2,8,2,7,9,6,9,9,1,1,9,9,1,1,1,2,1,9,-99,2,9,9,9,1,1,9,9,1,1,3,9,9,7,-99,4,-99
1173,True,EN,5ef0a71fb19a6e0fd4cde103,I agree,AMUSEMENT,"My best friend and I were listening to Christmas-themed trap music, and someone had used a sample of a Santa voice saying ""Ho, ho, ho!"" over the top of it. It was such a funny disconnect that we couldn't help laughing at it.",Hearing a funny sample sound in a song,1,1,-99,9,6,1,1,9,8,-99,9,1,8,8,1,1,1,9,7,9,1,9,1,9,1,9,1,9,1,3,9,8,6,5,9,6,1,1,4,-99
1079,True,EN,5bf32b5b875b9500013301b7,I agree,DISAPPOINTMENT,"I was about 8 years old, wating for my dad to come play with me in the pool in the garden as it was summer. 

He kept saying ill come in a mintute, i sighed loud as i was getting frustraited waiting. He was prioritising having a beer and watching the TV ",my dad saying in a minute,3,1,1,1,9,9,1,9,1,6,1,9,3,9,9,9,5,9,9,2,9,1,3,9,6,3,7,3,1,9,9,9,9,2,9,9,1,7,4,-99
798,True,EN,6007626d299a4c1474621584,I agree,CURIOSITY,"A recent time when i was curious was when the UK govt came out with monetry figures regarding the national debt.I was so curious that i checked an online govt website to see if correct,the govt was wrong.",govt speech,6,4,4,2,8,9,1,1,3,6,2,1,8,4,8,4,6,5,9,6,6,7,1,5,2,7,1,3,1,1,8,1,2,4,7,4,2,9,4,-99
1119,True,EN,60c110e988f1646e5cda44ce,I agree,PRIDE,"I felt pride in solving a technical issue at work.

It went unsolved for a long time. It was how to setup network printing of passwords with our CD burner. Once I got it  working it saved our dept having to spend money maintaining the old deskjet printer.",saving the dept money and time,2,8,8,8,2,1,8,-99,9,7,1,7,2,7,7,-99,1,8,4,9,1,7,1,-99,8,7,2,-99,-99,9,9,2,1,8,7,1,1,2,4,-99
1622,True,EN,60a685775202707aafbc37a9,I agree,EXCITEMENT,"I tasked myself with drinking 18 coronas in a night, and I succeeded. I thought it would be a difficult pursuit. But I buckled down, had Marlboros by my side, and successfully passed through the bloated and nauseating feeling by the tenth beer. I succeeded in feet many men would buckle at.",drank a lot of beer,9,9,9,6,9,9,9,9,9,7,1,9,3,9,3,1,9,9,9,9,2,9,9,9,3,9,6,7,7,9,9,9,1,9,9,9,9,1,4,-99
432,True,EN,615ef5c68140296bbae458c2,I agree,CONFUSION,"There was once a man feeding pigeons on a bench in the town centre. There were hundreds of pigeons surrounding this one man. I had wondered at the time how so many pigeons had given this man so much trust that they would cover him head to toe. This confused me alot, however I do wish to be in touch with nature in this way at some point in my life.",The man covered in pigeons,1,7,1,-99,5,6,1,1,1,6,7,1,9,1,2,1,1,9,6,-99,1,9,4,2,3,9,1,-99,1,1,9,1,1,-99,9,1,1,7,4,-99
489,True,EN,6151f503c02e278bab523838,I agree,ADMIRATION,"An older woman was having difficulty carrying some bags to her car.  A young man, ~16, stopped to help her.  He was with his friends, but didn't seem to be bothered by doing this in front of them.",The young man was willing to help another.,5,1,1,1,7,8,1,1,1,1,9,1,6,3,8,1,1,5,8,8,7,7,6,1,-99,7,1,4,1,1,8,1,6,1,3,6,3,7,4,-99
597,True,EN,5fbe9e2e43960a000b60cab6,I agree,ANNOYANCE,"Woke up today after my partner and I both managed to oversleep and sleep through our alarms. She woke me up asking if the cats have been fed, got annoyed at me for not getting out of bed immediately despite the fact that she could have done it herself instead of telling me to. She then went back to sleep.",Being left to feel like it was all my fault alone,3,1,2,2,9,6,3,9,4,4,3,7,6,6,4,1,5,2,6,5,7,5,-99,9,2,2,6,8,1,6,7,6,9,4,9,7,1,1,4,-99
626,True,EN,6083cdbb9fa5eecf8e82a8ca,I agree,DISAPPOINTMENT,My father was very sick and on his last day I stayed by my him in the hospital and left an hour or so before he died!!,Father died and wasn't there.,8,1,1,-99,9,1,2,9,3,1,6,2,5,1,-99,1,2,4,1,2,-99,1,9,-99,1,1,1,6,1,2,9,-99,2,2,8,7,1,1,4,-99
858,True,EN,60bf93bbad829588a735811a,I agree,CONFUSION,"One rainy afternoon, i was studying at home. Suddenly i saw rainbows and sun slowly rising from my window, i was so shocked as i just heard the rain drops from my room and within few minutes it was sunny again. I wanted to run out from the house to capture the beautiful sun and my head was knocked on the table and suddenly i woke up from the dream. The confusion part is before i fall asleep, it was still raining heavily but when i woke up from the dream it was sunny in reality as well. I was confused.",The dream,4,8,-99,6,3,6,7,2,5,4,3,-99,9,6,6,3,6,7,7,5,6,3,7,3,6,8,-99,-99,2,6,8,8,5,8,9,7,2,8,4,-99
1468,True,EN,5caa2e430adbf40001d85452,I agree,APPROVAL,The time I scored a wicked try on the rugby field and my Dad was over the moon and so proud of me for all the hard work and training I had put in,The hug I got afterwards,8,7,9,9,8,8,9,8,9,4,9,9,4,8,-99,1,7,7,8,9,9,7,9,9,7,7,7,1,6,8,8,9,1,9,9,6,7,3,4,-99
396,True,EN,5fcfc5d2efeec61409aa6cf7,I agree,LOVE,"I was getting home after a long day travelling, and found out that a housemate had used my kitchenware without authorisation, staining something that I held dear. I found a parcel from my uncle, and unwrapped it to find a late Christmas present. I loved it, and called to tell him how grateful I was.",Receiving a gift from my uncle,1,9,6,9,9,9,1,9,1,1,9,6,9,7,7,1,6,7,6,9,7,9,1,7,1,2,2,8,1,9,7,7,9,9,9,9,1,2,4,-99
259,True,EN,57c1ab62ffd38700010b4637,I agree,EXCITEMENT,"i had booked a long waited for holiday to a place i had always wanted to go. before, during and after i had booked the holiday i was very excited",booked holiday,7,8,6,6,4,6,6,8,7,6,6,3,3,6,7,3,4,7,7,7,6,8,5,7,6,6,4,7,2,5,8,5,6,4,6,5,3,4,4,1
256,True,EN,590afda37b89e00001d52caf,I agree,SADNESS,"Bullied and threats that contacted my work and told lies about me. Just because they do not like me. They have started walking to my village now just to walk past me. ","Horrible person ",1,3,2,2,8,9,2,3,2,2,3,8,8,4,7,3,3,7,8,7,3,7,3,2,7,3,9,3,5,5,8,2,7,3,2,9,8,7,3,-99
350,True,EN,5a270517b4a5de00011af15c,I agree,DISAPPROVAL,"I felt disapproval when an acquaintance of mine recently announced that she was anti-vax and would refuse to get vaccinated against covid-19 because she was 'young, fit and healthy' and shouldn't have to concern herself with others welfare. ","selfish behaviour ",6,1,-99,5,8,5,1,6,2,2,2,-99,7,6,6,1,8,-99,6,6,8,9,2,9,6,2,3,4,5,5,7,2,7,2,6,6,9,6,6,-99
431,True,EN,5ac388a8a3ba7a0001b48eb4,I agree,EMBARRASSMENT,"
i falsely accused a friend of a friend of being unfaithful to my best friend after a night out to a gig and club",That i was wrong,6,5,2,5,8,1,9,9,5,-99,5,8,8,2,8,1,9,7,5,7,5,8,8,8,8,9,1,5,1,1,8,5,9,7,8,-99,5,8,4,-99
461,True,EN,60353c47501b9da673e7bc7e,I agree,GRATITUDE,Family members and friends helped with groceries and medication drop offs when shielding due to high risk of coronavirus.,"Family and friends ",8,1,1,1,9,1,1,9,1,3,9,9,6,2,9,6,7,6,9,6,9,8,2,6,9,8,6,6,4,1,9,6,3,1,7,9,9,9,4,-99
381,True,EN,5d65385f1b3023000145d703,I agree,CURIOSITY,When I applied to university I felt curious about where it would lead me and what path my life would take. I was excited to find out what options I had and all the places I could end up.,applying to university,9,8,9,7,-99,-99,8,9,9,6,9,7,1,1,8,1,1,3,1,9,1,7,1,1,9,9,9,1,1,9,9,7,6,7,8,1,1,7,4,-99
314,True,EN,5daaa5941f35d50016a2a5e2,I agree,EMBARRASSMENT,"I haven't had much opportunities to feel embarrassed lately, because of COVID-19 and not really going anywhere. However, back in December I had a Zoom meeting and ran into some technical problems. I was already running on low sleep and feeling in a bad mood, but when I couldn't get my microphone or camera to work, I became increasingly stressed and felt unprepared in front of my bosses.",Running late and feeling unprepared,1,5,5,-99,1,1,1,6,1,-99,-99,3,9,1,1,1,3,-99,1,8,6,9,6,9,1,2,7,9,1,9,6,7,1,5,6,7,1,1,4,-99
